Map Name,Team 1 Name,Team 2 Name,Team 1 Score,Team 2 Score,Team 1 Attacking Wins,Team 1 Attacking Losses,Team 2 Attacking Wins,Team 2 Attacking Losses,Team 1 Agents,Team 2 Agents
Bind,Aura,OXEN,13,9,5,7,2,8,"Raze,Viper,Brimstone,Skye,Gekko","Raze,Viper,Brimstone,Skye,Gekko"
Abyss,Aura,OXEN,13,8,7,5,3,6,"Cypher,Sova,Jett,Astra,Gekko","Cypher,Sova,Omen,Jett,KAY/O"
Haven,Aura,OXEN,8,13,2,7,6,6,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Bind,Furious Gaming,RETA Esports,13,10,3,9,1,10,"Breach,Brimstone,Neon,Fade,Iso","Raze,Viper,Brimstone,Skye,Gekko"
Haven,Qadsiah Esports,Twisted Minds Esports,13,4,10,2,2,3,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Jett"
Ascent,Furious Gaming,RETA Esports,9,13,3,7,6,6,"Cypher,Sova,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Abyss,Qadsiah Esports,Twisted Minds Esports,13,8,5,4,4,8,"Cypher,Sova,Yoru,Astra,KAY/O","Cypher,Sova,Jett,Astra,KAY/O"
Ascent,Onyx Ravens,XO Esports,13,7,7,1,6,6,"Cypher,Sova,Phoenix,Omen,Jett","Cypher,Sova,Omen,Jett"
Haven,Furious Gaming,RETA Esports,13,6,7,0,6,6,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Bind,Qadsiah Esports,Twisted Minds Esports,11,13,7,5,8,4,"Raze,Viper,Brimstone,Skye,Gekko","Raze,Cypher,Brimstone,Skye,Deadlock"
Icebox,Onyx Ravens,XO Esports,18,16,8,9,7,10,"Killjoy,Viper,Reyna,Jett,Gekko","Sova,Killjoy,Viper,Jett,KAY/O"
Haven,Qadsiah Esports,Dragons Esports,9,13,6,4,9,3,"Breach,Cypher,Sova,Omen,Neon","Breach,Sova,Killjoy,Omen,Jett"
Icebox,Qadsiah Esports,Dragons Esports,9,13,4,8,5,5,"Sova,Killjoy,Viper,KAY/O,Chamber","Sova,Killjoy,Viper,Sage,Jett"
Ascent,The Ultimates,Onyx Ravens,13,7,6,2,5,7,"Cypher,Sova,Omen,Yoru,Deadlock","Cypher,Sova,Phoenix,Omen,Jett"
Haven,The Ultimates,Onyx Ravens,13,3,4,0,3,9,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Bind,Qadsiah Esports,Dragons Esports,13,4,9,3,1,4,"Raze,Viper,Brimstone,Skye,Gekko","Raze,Cypher,Brimstone,Skye,Iso"
Icebox,Twisted Minds Esports,Dragons Esports,13,7,3,5,2,10,"Sova,Killjoy,Viper,Jett,Harbor","Sova,Killjoy,Viper,Sage,Jett"
Ascent,The Ultimates,XO Esports,13,1,2,0,1,11,"Cypher,Sova,Omen,Yoru,Deadlock","Sova,Killjoy,Omen,Jett"
Sunset,Twisted Minds Esports,Dragons Esports,13,9,7,5,4,6,"Cypher,Sova,Omen,KAY/O,Neon","Breach,Cypher,Sova,Omen,Neon"
Abyss,The Ultimates,XO Esports,13,9,7,3,6,6,"Cypher,Sova,Omen,Jett,KAY/O","Sova,Yoru,Astra,Chamber"
Lotus,Team SEIBI,PARON,13,9,7,3,6,6,"Breach,Cypher,Omen,Neon,Fade","Breach,Cypher,Omen,Neon,Fade"
Lotus,esports team αD,IGZIST,7,13,5,3,10,2,"Breach,Cypher,Sova,Omen,Neon","Raze,Cypher,Omen,Astra,Fade"
Haven,Team SEIBI,PARON,13,11,5,7,4,8,"Breach,Sova,Killjoy,Omen,Jett","Cypher,Sova,Omen,Neon,Iso"
Haven,esports team αD,IGZIST,9,13,4,8,5,5,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Jett"
Bind,Team SEIBI,PARON,11,13,5,7,6,6,"Raze,Cypher,Brimstone,Skye","Breach,Raze,Brimstone,Neon,Fade"
Sunset,Furious Gaming,9z Team GC,13,1,2,0,1,11,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Ascent,Furious Gaming,9z Team GC,13,2,10,2,0,3,"Cypher,Sova,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,KAY/O"
Ascent,Zen Esports,OXEN,6,13,5,7,6,1,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Bind,Zen Esports,OXEN,9,13,6,4,9,3,"Viper,Skye,Astra,Chamber,Neon","Raze,Viper,Brimstone,Skye,Gekko"
Sunset,PARON,ArcoBaleNO,13,4,4,1,3,9,"Breach,Cypher,Sova,Omen,Neon","Cypher,Sova,Omen,KAY/O,Neon"
Sunset,esports team αD,ASNA,10,13,4,8,5,6,"Raze,Cypher,Sage,Omen,Fade","Omen,Chamber,Neon,Fade"
Lotus,PARON,ArcoBaleNO,11,13,8,4,9,3,"Cypher,Omen,Neon,Fade,Iso","Breach,Omen,Neon,Fade,Clove"
Ascent,Team SEIBI,AXELERATE,6,13,6,6,7,0,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Ascent,Chrysalis,IGZIST,7,13,1,7,6,6,"Cypher,Sova,Omen,Yoru,Deadlock","Sova,Killjoy,Omen,Jett,KAY/O"
Sunset,Chrysalis,IGZIST,1,13,0,2,11,1,"Breach,Cypher,Sova,Omen,Neon","Cypher,Sova,Omen,KAY/O,Neon"
Bind,esports team αD,ASNA,12,14,6,7,7,6,"Raze,Cypher,Viper,Skye,Harbor","Raze,Yoru,Astra,Fade,Clove"
Bind,PARON,ArcoBaleNO,13,10,7,4,6,6,"Breach,Raze,Brimstone,Neon,Fade","Raze,Viper,Brimstone,Fade,Gekko"
Icebox,Team SEIBI,AXELERATE,8,13,3,6,7,5,"Sova,Killjoy,Viper,Jett,Clove","Sova,Killjoy,Viper,Jett,Harbor"
Ascent,Deagle Bull Beats,RETA Esports,2,13,0,3,10,2,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Haven,Deagle Bull Beats,RETA Esports,13,10,7,4,6,6,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Abyss,Deagle Bull Beats,RETA Esports,11,13,5,7,6,6,"Breach,Cypher,Sova,Omen,Jett","Sova,Killjoy,Omen,Jett,Astra"
Abyss,Rebirth Esports,Aura,3,13,0,4,9,3,"Sova,Viper,Jett,Yoru,Astra","Cypher,Sova,Jett,Astra,Gekko"
Bind,Rebirth Esports,Aura,11,13,7,5,8,4,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Viper,Brimstone,Skye,Gekko"
Ascent,IGZIST,ASNA,10,13,5,7,6,5,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Lotus,esports team αD,Chrysalis,13,10,7,4,6,6,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Bind,IGZIST,ASNA,13,7,9,3,4,4,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Yoru,Astra,Fade,Clove"
Icebox,ArcoBaleNO,AXELERATE,5,13,4,8,5,1,"Sova,Killjoy,Viper,Jett,Harbor","Sova,Killjoy,Viper,Jett,Harbor"
Sunset,esports team αD,Chrysalis,13,9,7,3,6,6,"Raze,Cypher,Sage,Omen,Fade","Breach,Cypher,Sova,Omen,Neon"
Ascent,PARON,Team SEIBI,8,13,2,7,6,6,"Sova,Sage,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Bind,ArcoBaleNO,AXELERATE,11,13,6,6,7,5,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Cypher,Viper,Brimstone,Skye"
Haven,PARON,Team SEIBI,4,13,0,5,8,4,"Cypher,Sova,Omen,Neon,Iso","Breach,Sova,Killjoy,Omen,Jett"
Haven,esports team αD,Chrysalis,9,13,5,7,6,4,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Sunset,IGZIST,ASNA,10,13,8,4,9,2,"Cypher,Sova,Omen,KAY/O,Neon","Omen,Chamber,Neon,Fade"
Haven,club penguin,BITEKI,13,9,8,4,5,5,"Breach,Sova,Omen,Neon","Cypher,Sova,Phoenix,Omen,Iso"
Sunset,club penguin,BITEKI,13,6,5,2,4,8,"Raze,Sova,Omen,Astra,Chamber","Raze,Cypher,Phoenix,Omen,Fade"
Bind,VOID (EU),Team Focus,1,13,1,11,2,0,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Viper,Brimstone,Yoru,Fade"
Haven,TLS eSports,Fractious Esports,2,13,2,10,3,0,"Breach,Cypher,Omen,Jett,Fade","Breach,Cypher,Sova,Omen,Jett"
Icebox,Shopify Rebellion,FlyQuest RED,13,2,3,0,2,10,"Killjoy,Viper,Reyna,KAY/O,Gekko","Sova,Killjoy,Viper,Sage,Gekko"
Ascent,Shopify Rebellion,FlyQuest RED,13,6,4,3,3,9,"Cypher,Sova,Omen,Yoru,Deadlock","Cypher,Sova,Omen,Jett,Deadlock"
Haven,Shopify Rebellion,FlyQuest RED,13,10,7,5,5,6,"Breach,Cypher,Sova,Omen,Neon","Cypher,Phoenix,Astra,Fade,Gekko"
Ascent,Peluqueria Mariloli,1000rr club,6,13,0,7,6,6,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,Yoru"
Ascent,Universae,ADCeuta esports,13,5,3,3,2,10,"Breach,Sova,Killjoy,Omen,Neon","Cypher,Sova,Omen,Jett,KAY/O"
Abyss,Locked Esports,Tani Susano,13,11,4,8,3,9,"Cypher,Sova,Jett,Astra,KAY/O","Cypher,Sova,Jett,Astra,KAY/O"
Bind,Genesis eSports,CryZen,10,13,3,8,5,7,"Raze,Viper,Brimstone,Skye,Gekko","Raze,Omen,Skye,KAY/O,Clove"
Bind,T1,ZETA DIVISION,13,3,4,0,3,9,"Raze,Brimstone,KAY/O,Gekko","Cypher,Brimstone,Neon,Fade,Deadlock"
Sunset,T1,ZETA DIVISION,7,13,2,6,7,5,"Breach,Cypher,Sova,Omen,Neon","Cypher,Sova,Sage,Omen,Neon"
Ascent,T1,ZETA DIVISION,13,5,9,3,2,4,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,KAY/O"
Haven,T1,ZETA DIVISION,13,10,7,5,5,6,"Breach,Cypher,Sova,Omen,Jett","Breach,Cypher,Sova,Omen,Neon"
Abyss,Team RED ,Team BLUE,13,6,7,5,1,6,"Reyna,Jett,Neon,Clove","Cypher,Killjoy,Sage,Chamber,Deadlock"
Haven,ZETA DIVISION,DetonatioN FocusMe,15,13,9,5,8,6,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Sunset,ZETA DIVISION,DetonatioN FocusMe,13,6,8,4,2,5,"Cypher,Sova,Sage,Omen,Neon","Cypher,Sova,KAY/O,Neon,Clove"
Ascent,ZETA DIVISION,DetonatioN FocusMe,7,13,2,6,7,5,"Cypher,Sova,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Lotus,FlyQuest RED,YFP X,13,6,9,3,3,4,"Raze,Omen,Fade,Deadlock,Clove","Raze,Cypher,Viper,Omen,Fade"
Abyss,FlyQuest RED,YFP X,11,13,5,7,6,6,"Sova,Viper,Jett,Yoru,Astra","Cypher,Sova,Omen,Jett,Harbor"
Bind,FlyQuest RED,YFP X,10,13,8,4,9,2,"Raze,Viper,Skye,Astra,Gekko","Raze,Cypher,Omen,Yoru,Gekko"
Icebox,FlyQuest RED,YFP X,13,3,9,3,0,4,"Sova,Killjoy,Viper,Sage,Gekko","Sova,Killjoy,Viper,Reyna,Clove"
Ascent,FlyQuest RED,YFP X,13,8,5,7,1,8,"Cypher,Sova,Omen,Jett,Deadlock","Cypher,Sova,Omen,Yoru,Deadlock"
Bind,Team Focus,Team GMask,6,13,4,8,5,2,"Raze,Viper,Brimstone,Yoru,Fade","Raze,Viper,Brimstone,Skye,Gekko"
Bind,zer0 club,DSYRE Academy,1,13,1,11,2,0,"Raze,Viper,Brimstone,Skye,Gekko","Raze,Cypher,Jett,Skye,Clove"
Bind,IAPEsports,1000rr club,3,13,1,11,2,2,"Breach,Raze,Cypher,Brimstone,Yoru","Raze,Cypher,Brimstone,Yoru,Fade"
Lotus,PANCADAO,Demons PUG,4,13,3,9,4,1,"Breach,Omen,Neon,Fade,Clove","Raze,Cypher,Viper,Omen,Fade"
Haven,LRNJ,timberknick,13,10,4,8,2,9,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Icebox,PANCADAO,Demons PUG,2,13,1,11,2,1,"Killjoy,Viper,Jett,KAY/O,Gekko","Sova,Killjoy,Viper,Jett,Gekko"
Bind,zer0 club,Team GMask,2,13,2,10,3,0,"Raze,Viper,Brimstone,Skye,Gekko","Raze,Viper,Brimstone,Skye,Gekko"
Bind,1000rr club,CryZen,13,11,6,6,5,7,"Raze,Cypher,Brimstone,Yoru,Fade","Raze,Omen,Skye,KAY/O,Clove"
Bind,Team Focus,DSYRE Academy,13,4,10,2,2,3,"Raze,Viper,Brimstone,Yoru,Fade","Raze,Viper,Brimstone,Fade,Gekko"
Icebox,Rex Regum Qeon,T1,9,13,3,7,6,6,"Sova,Killjoy,Viper,Jett,KAY/O","Viper,Jett,KAY/O,Chamber,Gekko"
Ascent,Rex Regum Qeon,T1,3,13,0,4,9,3,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Bind,T1,Crest Gaming ZST,13,10,5,7,3,8,"Raze,Brimstone,KAY/O,Gekko","Raze,Cypher,Brimstone,Jett,Skye"
Lotus,Talon Esports,DetonatioN FocusMe,10,13,7,4,9,3,"Breach,Cypher,Sova,Astra,Neon","Breach,Omen,Neon,Fade,Clove"
Lotus,ZETA DIVISION,T1,13,7,9,3,4,4,"Breach,Cypher,Omen,Neon,Fade","Raze,Omen,Chamber,Fade"
Sunset,Talon Esports,Rex Regum Qeon,13,11,5,7,4,8,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Haven,ZETA DIVISION,Crest Gaming ZST,13,8,5,7,1,8,"Breach,Cypher,Sova,Omen,Neon","Cypher,Viper,Jett,Skye,Astra"
Haven,Rex Regum Qeon,DetonatioN FocusMe,13,10,4,8,2,9,"Breach,Cypher,Sova,Astra,Neon","Breach,Cypher,Sova,Omen,Neon"
Abyss,YFP X,Refrag,13,3,10,2,1,3,"Cypher,Sova,Omen,Jett,Harbor","Cypher,Sova,Omen,Jett,KAY/O"
Lotus,timberknick,DRACC,15,13,8,6,7,7,"Raze,Killjoy,Viper,Omen,Fade","Cypher,Omen,Skye,Neon,Iso"
Haven,YFP X,Refrag,13,11,5,7,4,8,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Jett"
Ascent,PANCADAO,Atlanta Esports,13,8,7,2,6,6,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Bind,YFP X,Refrag,10,13,4,7,6,6,"Raze,Cypher,Omen,Yoru,Deadlock","Raze,Viper,Brimstone,Fade,Gekko"
Icebox,timberknick,DRACC,13,11,5,7,4,8,"Sova,Killjoy,Viper,Jett,Clove","Sova,Killjoy,Viper,Jett,Iso"
Abyss,Tropa do 99,Demons PUG,10,13,5,7,6,5,"Cypher,Jett,Astra,KAY/O,Iso","Sova,Viper,Jett,Yoru,Astra"
Abyss,PANCADAO,Atlanta Esports,7,13,3,5,8,4,"Cypher,Sova,Jett,Astra,KAY/O","Cypher,Sova,Jett,Astra,KAY/O"
Haven,LRNJ,Stellae Gaming Academy,13,11,5,7,4,8,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Icebox,PANCADAO,Atlanta Esports,13,3,9,3,0,4,"Killjoy,Viper,Jett,KAY/O,Gekko","Sova,Killjoy,Viper,Jett,Harbor"
Icebox,Tropa do 99,Demons PUG,11,13,4,8,5,7,"Sova,Killjoy,Viper,Reyna,Iso","Sova,Killjoy,Viper,Reyna,Jett"
Bind,FlyQuest RED,Shopify Rebellion,10,13,6,6,7,4,"Raze,Viper,Skye,Astra,Gekko","Raze,Cypher,Viper,Brimstone,Skye"
Haven,timberknick,DRACC,15,17,4,12,5,11,"Breach,Cypher,Sova,Omen,Neon","Sova,Killjoy,Omen,Neon,Iso"
Sunset,LRNJ,Stellae Gaming Academy,13,8,6,6,2,7,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Sunset,FlyQuest RED,Shopify Rebellion,9,13,5,7,6,4,"Raze,Cypher,Omen,Fade,Deadlock","Breach,Cypher,Sova,Omen,Neon"
Bind,YFP X,oomfies,13,11,5,7,4,8,"Raze,Cypher,Omen,Yoru,Gekko","Raze,Cypher,Viper,Brimstone,Skye"
Icebox,YFP X,oomfies,13,9,5,7,2,8,"Killjoy,Viper,Reyna,KAY/O,Gekko","Sova,Killjoy,Viper,Iso,Clove"
Ascent,YFP X,oomfies,13,15,3,11,4,10,"Cypher,Sova,Omen,Yoru,Deadlock","Cypher,Sova,Jett,Astra,Deadlock"
Lotus,Refrag,mesos millionaires,13,8,7,2,6,6,"Raze,Omen,Chamber,Fade,Deadlock","Breach,Raze,Killjoy,Omen,Fade"
Abyss,Refrag,mesos millionaires,13,9,8,2,7,5,"Cypher,Sova,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,KAY/O"
Ascent,Linares eSports,El Barco Esports,13,4,3,2,2,10,"Sova,Killjoy,Omen,Jett,KAY/O","Breach,Sova,Killjoy,Jett,Astra"
Ascent,mesos millionaires,Teddy Tactics,13,11,6,6,5,7,"Sova,Killjoy,Jett,Astra,KAY/O","Breach,Cypher,Sova,Jett,Astra"
Ascent,YFP X,Shopify Rebellion,2,13,1,2,11,1,"Cypher,Sova,Omen,Jett,KAY/O","Cypher,Sova,Omen,Yoru,Deadlock"
Sunset,YFP X,Shopify Rebellion,2,13,0,3,10,2,"Raze,Cypher,Omen,Fade,Deadlock","Breach,Cypher,Sova,Omen,Neon"
Haven,mesos millionaires,Teddy Tactics,8,13,4,5,8,4,"Sova,Killjoy,Omen,Yoru,Iso","Breach,Cypher,Sova,Jett,Astra"
Abyss,mesos millionaires,Teddy Tactics,13,5,7,5,0,6,"Cypher,Sova,Omen,Jett,KAY/O","Cypher,Sova,Viper,Yoru,Astra"
Haven,YFP X,Shopify Rebellion,13,11,10,2,9,3,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Lotus,Elation Vortex,oomfies,2,13,2,10,3,0,"Breach,Omen,Neon,Fade,Clove","Raze,Cypher,Fade,Deadlock,Clove"
Sunset,FlyQuest RED,Refrag,13,10,5,7,3,8,"Raze,Cypher,Omen,Fade,Deadlock","Breach,Raze,Cypher,Sova,Omen"
Ascent,Elation Vortex,oomfies,13,6,2,5,1,11,"Cypher,Sova,Omen,Jett","Cypher,Sova,Jett,Deadlock,Clove"
Bind,FlyQuest RED,Refrag,15,13,8,6,7,7,"Raze,Viper,Skye,Astra,Gekko","Raze,Cypher,Viper,Brimstone,Skye"
Abyss,Elation Vortex,oomfies,8,13,3,6,7,5,"Sova,Viper,Jett,Yoru,Astra","Cypher,Sova,Jett,Astra,Iso"
Haven,YFP X,mesos millionaires,13,4,5,0,4,8,"Breach,Cypher,Sova,Omen,Neon","Breach,Sova,Killjoy,Omen,Jett"
Icebox,Atlanta Esports,Curralzinho Wolves,13,6,7,5,1,6,"Sova,Killjoy,Viper,Jett,Harbor","Sova,Killjoy,Harbor,Iso,Clove"
Abyss,YFP X,mesos millionaires,14,12,8,5,7,6,"Cypher,Sova,Omen,Jett,Harbor","Cypher,Sova,Omen,Jett,KAY/O"
Abyss,Tropa do 99,UNIDUNITE,13,4,3,2,2,10,"Cypher,Jett,Astra,KAY/O,Iso","Cypher,Sova,Jett,Astra,KAY/O"
Ascent,Atlanta Esports,Curralzinho Wolves,9,13,5,5,8,4,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Icebox,Shopify Rebellion,Teddy Tactics,13,2,3,0,2,10,"Killjoy,Viper,Reyna,KAY/O,Gekko","Sova,Killjoy,Viper,Jett,Gekko"
Ascent,Tropa do 99,UNIDUNITE,9,13,4,8,5,5,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Bind,oomfies,Refrag,6,13,5,7,6,1,"Raze,Viper,Skye,Astra,Gekko","Raze,Viper,Brimstone,Fade,Gekko"
Haven,Shopify Rebellion,Teddy Tactics,13,2,10,2,0,3,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Jett,Astra"
Haven,Atlanta Esports,Curralzinho Wolves,13,5,9,3,2,4,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Haven,Tropa do 99,UNIDUNITE,13,9,7,3,6,6,"Breach,Sova,Killjoy,Omen,Jett","Breach,Sova,Killjoy,Omen,Jett"
Ascent,oomfies,Refrag,13,5,7,5,0,6,"Cypher,Sova,Jett,Astra,Deadlock","Sova,Killjoy,Omen,Jett,KAY/O"
Bind,FlyQuest RED,Elation Vortex,13,1,11,1,0,2,"Raze,Viper,Skye,Astra,Gekko","Raze,Viper,Brimstone,Fade,Gekko"
Lotus,FlyQuest RED,Elation Vortex,13,4,9,3,1,4,"Raze,Omen,Fade,Deadlock,Clove","Breach,Omen,Neon,Fade,Clove"
Lotus,oomfies,Refrag,10,13,5,7,6,5,"Raze,Cypher,Fade,Deadlock,Clove","Raze,Killjoy,Omen,Fade,Deadlock"
Lotus,Curralzinho Wolves,PANCADAO,9,13,3,7,6,6,"Breach,Cypher,Omen,Neon,Fade","Breach,Omen,Neon,Fade,Clove"
Icebox,Atlanta Esports,Stellae Gaming Academy,6,13,3,9,4,3,"Sova,Killjoy,Viper,Jett,Harbor","Sova,Killjoy,Viper,Jett,KAY/O"
Haven,Atlanta Esports,Stellae Gaming Academy,2,13,0,3,10,2,"Breach,Sova,Killjoy,Jett,Astra","Breach,Cypher,Sova,Omen,Neon"
Bind,DRACC,NoOrg9,13,10,3,8,2,10,"Cypher,Brimstone,Skye,Neon,Gekko","Raze,Viper,Brimstone,Skye,Chamber"
Sunset,Curralzinho Wolves,PANCADAO,13,10,5,6,4,8,"Breach,Cypher,Sova,Omen,Neon","Cypher,Sova,Omen,KAY/O,Neon"
Abyss,Atlanta Esports,Stellae Gaming Academy,13,8,3,6,2,10,"Cypher,Sova,Jett,Astra,KAY/O","Cypher,Sova,Omen,Jett,KAY/O"
Icebox,DRACC,NoOrg9,13,10,6,6,4,7,"Sova,Killjoy,Viper,Jett,Iso","Sova,Killjoy,Astra,Chamber,Iso"
Icebox,Curralzinho Wolves,PANCADAO,5,13,4,8,5,1,"Sova,Killjoy,Harbor,Iso,Clove","Killjoy,Viper,Jett,KAY/O,Gekko"
Haven,Qルトガ,eArth bArce lAz,13,5,8,4,1,5,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Jett"
Lotus,Qルトガ,eArth bArce lAz,13,5,4,2,3,9,"Breach,Omen,Chamber,Neon,Fade","Breach,Raze,Killjoy,Omen,Fade"
Lotus,おにいちゃんといっしょ！,MeshTek,13,9,5,5,4,8,"Breach,Omen,Neon,Fade,Clove","Breach,Cypher,Omen,Neon,Fade"
Lotus,Qルトガ,おにいちゃんといっしょ！,11,13,7,5,8,4,"Breach,Omen,Chamber,Neon,Fade","Breach,Omen,Neon,Fade,Clove"
Ascent,MeshTek,eArth bArce lAz,10,13,7,5,8,3,"Sova,Killjoy,Reyna,Omen,Harbor","Sova,Killjoy,Omen,Jett,KAY/O"
Haven,Qルトガ,おにいちゃんといっしょ！,12,14,8,5,9,4,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Lotus,MeshTek,eArth bArce lAz,8,13,4,8,5,4,"Breach,Cypher,Omen,Neon,Fade","Breach,Raze,Killjoy,Omen,Fade"
Ascent,MIBR GC,Team Liquid Brazil,13,4,3,2,2,10,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Bind,MIBR GC,Team Liquid Brazil,10,13,6,6,7,4,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Cypher,Viper,Brimstone,Skye"
Sunset,MIBR GC,Team Liquid Brazil,13,4,9,3,1,4,"Breach,Raze,Cypher,Omen,Gekko","Breach,Raze,Cypher,Omen,KAY/O"
Lotus,MIBR GC,Team Liquid Brazil,13,10,5,7,3,8,"Raze,Killjoy,Viper,Omen,Fade","Raze,Brimstone,Omen,Fade,Deadlock"
Ascent,AfroGames eSports,DRACC,12,14,5,8,6,7,"Cypher,Sova,Omen,Jett,Deadlock","Sova,Killjoy,Omen,Jett,Yoru"
Icebox,PANCADAO,Demons PUG,8,13,3,6,7,5,"Killjoy,Viper,Jett,KAY/O,Gekko","Sova,Killjoy,Viper,Reyna,Jett"
Lotus,LRNJ,Curralzinho Wolves,13,7,8,4,3,5,"Breach,Cypher,Omen,Neon,Fade","Breach,Cypher,Omen,Neon,Fade"
Split,Locked Esports,Team Focus,8,13,5,7,6,3,"Breach,Raze,Cypher,Reyna,Omen","Raze,Viper,Omen,Jett,Skye"
Abyss,Atlanta Esports,Tropa do 99,13,9,7,3,6,6,"Cypher,Sova,Jett,Astra,KAY/O","Cypher,Jett,Astra,KAY/O,Iso"
Haven,timberknick,Stellae Gaming Academy,13,8,6,3,5,7,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Bind,AfroGames eSports,DRACC,14,16,5,10,6,9,"Raze,Viper,Brimstone,Skye,Gekko","Cypher,Brimstone,Skye,Neon,Gekko"
Haven,Peluqueria Mariloli,El Barco Esports,11,13,7,5,8,4,"Breach,Sova,Killjoy,Omen,Neon","Breach,Sova,Killjoy,Astra,Neon"
Sunset,Universae,Fractious Esports,7,13,5,3,10,2,"Breach,Raze,Cypher,Omen,Gekko","Breach,Cypher,Sova,Omen,Neon"
Ascent,Linares eSports,ADCeuta esports,13,7,5,3,4,8,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Sunset,PANCADAO,Demons PUG,12,14,4,9,5,8,"Cypher,Sova,Omen,KAY/O,Neon","Breach,Cypher,Sova,Omen,Neon"
Pearl,Genesis eSports,Alliance Of Shadow,13,5,4,2,3,9,"Killjoy,Jett,Skye,Harbor,Deadlock","Cypher,Omen,Jett,Gekko,Iso"
Sunset,LRNJ,Curralzinho Wolves,13,2,10,2,0,3,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Ascent,SLEIK Esports,CryZen,1,13,0,2,11,1,"Sova,Killjoy,Omen,Jett,KAY/O","Breach,Omen,Neon,Fade,Deadlock"
Ascent,Qルトガ,eArth bArce lAz,13,5,9,3,2,4,"Cypher,Sova,Omen,Neon,Deadlock","Sova,Killjoy,Omen,Jett,KAY/O"
Lotus,MeshTek,おにいちゃんといっしょ！,13,8,7,5,3,6,"Breach,Cypher,Omen,Neon,Fade","Breach,Omen,Neon,Fade,Clove"
Lotus,Qルトガ,eArth bArce lAz,13,6,7,5,1,6,"Breach,Omen,Chamber,Neon,Fade","Breach,Raze,Killjoy,Omen,Fade"
